id,family,genus,species,cluster,length
Citrobacter_rodentium_ICC168_uid43089_3711_2459904,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3712_1890346,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3713_2425978,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3714_2338043,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3715_2775403,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,5,10000
Citrobacter_rodentium_ICC168_uid43089_3716_969036,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3717_303356,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3718_3456832,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3719_883200,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3720_4137818,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3721_3798653,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3722_3904185,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3723_3749223,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3724_1899092,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,12,10000
Citrobacter_rodentium_ICC168_uid43089_3725_3125527,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,5,10000
Citrobacter_rodentium_ICC168_uid43089_3726_651025,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3727_4577984,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,12,10000
Citrobacter_rodentium_ICC168_uid43089_3728_1580079,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3729_2200837,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3730_3876396,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3731_4962322,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3732_986999,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3733_4871001,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3734_902706,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3735_1676610,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3736_1307058,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,7,10000
Citrobacter_rodentium_ICC168_uid43089_3737_1331879,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3738_2490654,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Citrobacter_rodentium_ICC168_uid43089_3739_2078292,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3989_2526111,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3990_1085190,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3991_308764,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3992_972504,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3993_3347027,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3994_3905908,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3995_1563968,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3996_4117820,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3997_1983023,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3998_3884654,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_3999_854646,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4000_4328222,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4001_744260,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4002_1684847,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4003_680181,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4004_2534127,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4005_350542,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4006_3361644,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,5,10000
Cronobacter_sakazakii_Sp291_uid189241_4007_1566122,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4008_3921942,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4009_923332,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4010_3543304,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4011_2154079,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4012_2582090,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4013_1205021,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4014_3643789,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4015_1259484,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4016_1528998,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4017_2383067,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4018_4173265,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4019_4069946,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4020_2807281,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4021_3936521,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,5,10000
Cronobacter_sakazakii_Sp291_uid189241_4022_3346679,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4023_1596642,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4024_1125169,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4025_3480977,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4026_1877032,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4027_2341985,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4028_1077181,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4029_3656849,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4030_114070,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4031_503424,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4032_3782950,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4033_2421728,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4034_2414028,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4035_2623063,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4036_2223009,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4037_1234494,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_sakazakii_Sp291_uid189241_4038_4082244,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,10000
Cronobacter_turicensis_z3032_uid40821_4039_2786084,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4040_841583,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4041_670097,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4042_1713907,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4043_1196793,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4044_4333914,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4045_2375514,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4046_1587294,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4047_1145963,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4048_315614,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4049_383361,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4050_1092297,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4051_3552892,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4052_2071959,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4053_3002012,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4054_76763,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,4,10000
Cronobacter_turicensis_z3032_uid40821_4055_3922254,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4056_1143267,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4057_2184722,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,4,10000
Cronobacter_turicensis_z3032_uid40821_4058_1168675,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4059_4048861,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4060_3548393,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4061_3005285,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4062_2827806,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4063_3301354,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4064_2019256,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4065_3937774,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4066_833489,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,4,10000
Cronobacter_turicensis_z3032_uid40821_4067_2952125,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4068_3749168,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4069_1373044,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4070_4329186,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4071_3549248,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4072_2751592,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4073_2361314,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,4,10000
Cronobacter_turicensis_z3032_uid40821_4074_2858036,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4075_2672820,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,4,10000
Cronobacter_turicensis_z3032_uid40821_4076_3271855,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4077_2100603,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4078_2552499,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4079_1168273,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4080_3185173,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4081_1961752,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4082_4274252,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4083_3039545,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4084_3732401,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4085_1034865,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4086_3656251,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4087_4018306,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cronobacter_turicensis_z3032_uid40821_4088_1482455,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,0,10000
Cupriavidus_metallidurans_CH34_uid57815_6090_2760973,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6091_2550047,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6092_3650177,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6093_111997,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6094_2287638,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6095_3784266,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6096_51880,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6097_219230,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6098_3248777,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,0,10000
Cupriavidus_metallidurans_CH34_uid57815_6099_601613,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6100_1587189,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6101_592749,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6102_64817,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6103_841980,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6104_1585499,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6105_912997,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6106_926019,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6107_2839140,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6108_3555950,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6109_1581838,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6110_3402966,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6111_326015,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6112_1110986,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,4,10000
Cupriavidus_metallidurans_CH34_uid57815_6113_907179,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_metallidurans_CH34_uid57815_6114_2978524,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6165_488694,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6166_3005349,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6167_753407,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6168_1621029,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,0,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6169_2044069,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6170_942599,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6171_2891096,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6172_919931,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6173_2708270,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6174_3147964,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6175_2427879,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6176_2364956,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6177_3223680,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6178_2434508,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6179_2675751,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6180_760051,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6181_672191,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6182_3104788,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6183_793369,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6184_2385388,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6185_2080884,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6186_2868129,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6187_858891,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6188_3363532,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Cupriavidus_taiwanensis_LMG_19424_uid61615_6189_1254017,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,12,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2830_2033185,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2831_1020986,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2832_3517203,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2833_3821583,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2834_2199326,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2835_2084183,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2836_1468170,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,7,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2837_1050773,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2838_1280600,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2839_4091806,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2840_1758955,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2841_82720,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2842_1157546,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2843_3091860,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2844_3952969,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2845_3161966,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2846_3045627,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2847_872406,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,7,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2848_2063711,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2849_2224272,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2850_395611,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2851_124989,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2852_861371,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,7,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2853_2748153,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2854_2338965,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2855_4109422,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2856_78535,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2857_3813198,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2858_4094084,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2859_1322808,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
Desulfitobacterium_dehalogenans_ATCC_51507_uid82553_2860_4017794,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dehalogenans,5,10000
